"Time,s","ABDH,%","ABDM,%","PDIO1,%","PDIO3,%","FDB,%","EDB,%","Sync,%"
0,1.66153,3.53317,3.17442,3.60676,19.4636,8.10462,178.03
0.0003,1.77921,3.54323,3.7669,3.92301,23.2284,9.12553,179.143
0.0007,1.85486,3.5553,4.42797,4.37193,27.9975,9.86459,180.482
0.001,1.89969,3.58548,5.05163,4.95506,33.09,10.3187,181.792
0.0013,1.9221,3.64987,5.60045,5.61995,38.0207,10.5598,182.683
0.0017,1.93891,3.76858,6.08379,6.30952,42.5679,10.6726,183.054
0.002,1.96974,3.94564,6.50475,7.01298,46.6562,10.707,183.156
0.0023,2.09302,4.173,6.86648,7.7442,50.2743,10.7101,183.216
0.0027,2.46007,4.43457,7.15648,8.49086,53.381,10.7289,183.395
0.003,3.12692,4.7062,7.37476,9.17889,55.9047,10.8511,183.963
0.0033,3.88904,4.95972,7.53379,9.69105,57.8002,11.1298,184.848
0.0037,4.45782,5.17098,7.66164,9.95639,59.0602,11.5463,185.375
0.004,4.68478,5.32792,7.78014,10.0196,59.7748,12.0066,185.375
0.0043,4.69598,5.43657,7.9111,10.0196,60.0945,12.4325,186.29
0.0047,4.75763,5.51505,8.07637,10.0798,60.1923,12.7927,189.609
0.005,4.92854,5.57943,8.27283,10.2264,60.2073,13.0996,194.281
0.0053,5.021,5.57339,8.42562,10.4084,59.7334,13.3062,195.602
0.0057,5.0126,5.53919,8.60336,10.6151,59.3573,13.5129,195.979
0.006,5.14709,5.46072,8.7967,10.8249,59.0752,13.6664,188.856
0.0063,5.48892,5.33195,8.9838,11.0147,58.8609,13.7384,174.717
0.0067,5.71307,5.16495,9.12412,11.1427,58.6879,13.729,158.747
0.007,5.71307,4.9899,9.18337,11.189,58.5299,13.6852,145.787
0.0073,6.09413,4.84101,9.18337,11.1905,58.4998,13.6758,137.144
0.0077,7.44745,4.73236,9.20831,11.2013,59.0113,13.7729,131.211
0.008,9.25187,4.66998,9.3767,11.2214,60.6662,13.9889,125.726
0.0083,10.608,4.64383,9.71348,11.2044,63.8104,14.3178,119.387
0.0087,11.1432,4.65791,10.1563,11.1412,68.2109,14.7812,112.281
0.009,11.174,4.75046,10.6084,11.0825,73.2583,15.4671,105.451
0.0093,11.2917,4.93155,11.0294,11.0455,78.3846,16.4848,100.038
0.0097,11.6979,5.14281,11.4161,10.9962,83.2891,17.8533,96.4853
0.01,12.0958,5.30378,11.7684,10.9221,87.8512,19.2908,94.2245
0.0103,12.2723,5.38627,12.0958,10.8727,91.9847,20.2553,92.3644
0.0107,12.3031,5.4245,12.3952,10.8913,95.6103,20.3618,90.4326
0.011,12.3115,5.4567,12.6634,10.9622,98.6681,20.011,88.3333
0.0113,12.376,5.52309,12.8661,11.0378,101.184,20.6029,86.1502
0.0117,12.6142,5.66595,12.9814,11.1057,103.257,23.3086,84.3978
0.012,12.9504,5.85709,13.0033,11.1766,105.013,27.6334,83.5844
0.0123,13.054,5.97983,12.9659,11.2492,106.529,32.2713,83.381
0.0127,13.1381,5.92752,12.9066,11.2862,107.823,36.405,83.2913
0.013,14.4578,5.73838,12.8629,11.2553,108.864,39.878,83.5186
0.0133,17.5679,5.56333,12.8474,11.189,109.703,42.8374,83.7219
0.0137,21.1403,5.4909,12.8567,11.2029,110.493,45.3897,82.7111
0.014,23.7013,5.45468,12.8598,11.4111,111.482,47.4503,81.5329
0.0143,24.8837,5.37018,12.8411,11.7983,112.904,48.8094,83.8595
0.0147,25.2087,5.26354,12.785,12.2118,114.867,49.3856,89.6072
0.015,25.2507,5.18708,12.6914,12.4787,117.184,49.4169,93.0523
0.0153,25.2479,5.11666,12.5636,12.5003,119.331,49.3512,90.5761
0.0157,25.332,5.14885,12.4202,12.3367,120.738,49.5453,85.3487
0.016,25.5589,5.7404,12.3017,12.3043,121.25,50.1184,83.058
0.0163,25.741,7.24743,12.2892,12.9584,121.272,51.0297,84.003
0.0167,25.727,9.34801,12.5106,14.7078,121.381,52.1915,84.5234
0.017,25.6822,11.4104,13.0563,17.3319,121.825,53.4442,83.704
0.0173,25.7579,12.9798,13.8826,20.121,122.468,54.5496,83.1059
0.0177,25.727,13.9093,14.7932,22.3564,123.036,55.3044,83.0879
0.018,25.3656,14.3097,15.5416,23.6646,123.239,55.6801,83.07
0.0183,24.8697,14.4043,15.9875,24.1366,122.792,55.8367,83.2135
0.0187,24.5811,14.4063,16.1403,24.1844,121.502,55.9776,83.6322
0.019,24.525,14.4325,16.1184,24.2107,119.377,56.3816,83.704
0.0193,24.525,14.517,16.0592,24.3819,116.605,57.4714,83.3331
0.0197,24.5502,14.6458,16.0498,24.6889,113.427,59.3253,83.0879
0.02,24.7212,14.7906,16.1029,25.1131,109.993,61.2325,83.07
0.0203,25.0882,14.9053,16.1372,25.6777,106.344,62.2691,83.0879
0.0207,25.5449,14.9476,16.0467,26.4229,102.467,62.3098,83.3331
0.021,25.9456,14.9335,15.7848,27.3855,98.3559,62.1344,83.704
0.0213,26.2566,14.9637,15.4137,28.5471,94.0834,62.5039,83.6322
0.0217,26.492,15.1186,15.052,29.8121,89.7506,63.4935,83.2135
0.022,26.618,15.3641,14.7807,31.0647,85.4178,64.8808,83.07
0.0223,26.6517,15.5934,14.6061,32.2418,81.0926,66.8757,83.0879
0.0227,26.7161,15.7443,14.4845,33.3433,76.7937,70.001,83.0999
0.023,26.6993,15.8309,14.3816,34.3753,72.6189,74.1943,83.698
0.0233,25.9764,15.8771,14.2849,35.2701,68.745,78.2904,84.5114
0.0237,23.9478,15.8751,14.1882,35.8841,65.3487,80.7425,84.015
0.024,20.933,15.8288,14.1009,36.1,62.5242,80.946,83.07
0.0243,18.33,15.7806,14.0354,36.0044,60.2825,79.8406,85.3547
0.0247,17.397,15.7725,13.998,35.9164,58.5261,79.1892,90.7615
0.025,17.7865,15.7946,13.998,36.1648,57.0142,80.0441,93.6862
0.0253,18.4393,15.8188,14.0323,36.8004,55.6564,82.0953,90.7615
0.0257,18.8624,15.8349,14.1103,37.5856,54.9155,84.3939,85.3547
0.026,18.9464,15.8067,14.2444,38.2335,55.5662,86.2948,83.07
0.0263,18.7223,15.5793,14.4159,38.5806,57.6836,87.6195,84.015
0.0267,18.4645,14.9234,14.5624,38.5405,60.2637,88.4149,84.5114
0.027,18.4113,13.7101,14.5562,38.0515,62.1631,88.7312,83.698
0.0273,18.4365,12.0723,14.2755,37.1814,62.983,88.6467,83.0999
0.0277,18.3749,10.4043,13.6768,36.2558,63.0168,88.321,83.0879
0.028,18.3384,9.17296,12.8598,35.7606,62.7122,87.9796,83.07
0.0283,18.3664,8.59349,12.021,35.9442,62.3022,87.751,83.2135
0.0287,18.2292,8.49289,11.3225,36.5613,61.8472,87.6164,83.6322
0.029,17.8817,8.55325,10.7986,37.1259,61.3507,87.5005,83.704
0.0293,17.6352,8.55325,10.3839,37.345,60.8429,87.2437,83.3331
0.0297,17.6352,8.39631,9.98788,37.257,60.3916,86.5422,83.0879
0.03,17.5511,8.07639,9.52014,37.038,60.0606,85.2238,83.07
0.0303,17.0664,7.66593,8.95885,36.7865,59.85,83.6361,83.0879
0.0307,16.2594,7.32187,8.38508,36.4749,59.7184,82.493,83.3331
0.031,15.4329,7.1931,7.96411,36.0183,59.6281,82.1235,83.704
0.0313,14.7772,7.24541,7.82067,35.3426,59.5679,82.1454,83.6322
0.0317,14.3065,7.24139,7.90798,34.437,59.5491,81.9231,83.2135
0.032,13.9507,6.93757,8.07637,33.3618,59.5755,81.0181,83.07
0.0323,13.6677,6.27158,8.21358,32.2032,59.5943,79.1861,83.0879
0.0327,13.4603,5.41042,8.27283,30.9938,59.5529,76.0952,83.0999
0.033,13.3763,4.66998,8.26347,29.718,59.489,71.3288,83.698
0.0333,13.4351,4.27763,8.24164,28.3774,59.5115,64.8245,84.5114
0.0337,13.592,4.1549,8.29153,27.0847,59.6733,57.5654,84.015
0.034,13.7461,4.10258,8.49422,26.0943,59.8688,51.7406,83.07
0.0343,13.7545,4.22532,8.84971,25.633,59.8312,49.1194,85.3547
0.0347,13.3903,4.98386,9.27068,25.6207,59.2106,48.8814,90.7615
0.035,12.4909,6.56936,9.65735,25.6083,57.6799,48.4994,93.6862
0.0353,11.2244,8.66592,9.94735,25.1486,55.096,46.3573,90.7615
