"Time,s","ABDH,%","ABDM,%","PDIO1,%","PDIO3,%","FDB,%","EDB,%","Sync,%"
0,0.325036,0.403931,0.709847,0.509197,0.624024,1.87554,0
0.0003,0.338037,0.408628,0.721389,0.514792,0.629967,1.93389,0
0.0007,0.344538,0.413325,0.72716,0.520388,0.677511,1.99724,0
0.001,0.36404,0.422718,0.72716,0.520388,0.754771,2.05892,0
0.0013,0.383542,0.436809,0.72716,0.520388,0.808259,2.11727,0
0.0017,0.409545,0.455596,0.72716,0.520388,0.826088,2.17562,0
0.002,0.422547,0.474384,0.72716,0.520388,0.826088,2.25065,0
0.0023,0.429047,0.497868,0.738702,0.520388,0.826088,2.35234,0
0.0027,0.435548,0.516656,0.756015,0.525983,0.832031,2.47071,0
0.003,0.435548,0.54014,0.773329,0.537174,0.879576,2.57907,0
0.0033,0.448549,0.549534,0.784871,0.548366,0.992495,2.66243,0
0.0037,0.474552,0.558927,0.784871,0.570748,1.15296,2.72912,0
0.004,0.507056,0.568321,0.784871,0.598726,1.28965,2.80414,0
0.0043,0.533059,0.573018,0.784871,0.632299,1.37285,2.92084,0
0.0047,0.54606,0.587109,0.784871,0.660277,1.39662,3.08255,0
0.005,0.552561,0.610593,0.790642,0.677064,1.39662,3.21259,0
0.0053,0.54606,0.619987,0.784871,0.64349,1.39068,3.21259,0
0.0057,0.54606,0.624684,0.784871,0.604321,1.37879,3.20592,0
0.006,0.54606,0.619987,0.790642,0.559557,1.36097,3.58103,0
0.0063,0.578564,0.610593,0.796413,0.525983,1.36691,4.56965,0
0.0067,0.63057,0.601199,0.802184,0.503601,1.39662,5.93337,0
0.007,0.676075,0.596502,0.813727,0.503601,1.44417,7.34378,0
0.0073,0.708578,0.591806,0.842582,0.520388,1.49171,8.60247,0
0.0077,0.715079,0.596502,0.877209,0.548366,1.52143,9.6161,0
0.008,0.708578,0.61529,0.906064,0.565152,1.53331,10.333,0
0.0083,0.708578,0.643471,0.911835,0.570748,1.52143,10.7197,0
0.0087,0.715079,0.676349,0.906064,0.570748,1.49766,10.8164,0
0.009,0.72158,0.70453,0.894522,0.570748,1.49766,10.8064,0
0.0093,0.72808,0.728015,0.900293,0.570748,1.49766,10.9481,0
0.0097,0.734581,0.742105,0.923378,0.576343,1.49171,11.3599,0
0.01,0.741082,0.751499,0.946462,0.576343,1.47388,11.9151,0
0.0103,0.734581,0.751499,0.969547,0.570748,1.46794,12.4069,0
0.0107,0.734581,0.746802,0.975318,0.576343,1.46794,12.7503,0
0.011,0.767085,0.746802,0.981089,0.59313,1.45011,12.9787,0
0.0113,0.832092,0.742105,0.98686,0.626704,1.41445,13.1704,0
0.0117,0.923102,0.732712,1.00417,0.671468,1.40257,13.3855,0
