"Time,s","ABDH,%","ABDM,%","PDIO1,%","PDIO3,%","FDB,%","EDB,%","Sync,%"
0,3.24243,8.36297,12.9249,9.05641,5.46561,11.9623,217.58
0.0003,3.93425,9.10957,12.9728,9.38111,6.11407,12.0614,218.939
0.0007,4.61216,9.9163,13.0512,9.51412,6.86942,12.1328,220.577
0.001,5.23241,10.8583,13.1558,9.52195,7.81718,12.2041,222.177
0.0013,5.75923,11.9106,13.2821,9.54542,8.92883,12.3508,223.266
0.0017,6.16479,12.9578,13.4389,9.6041,10.0405,12.8858,223.72
0.002,6.44112,13.8397,13.6306,9.63149,10.9526,14.5347,223.844
0.0023,6.60016,14.441,13.8223,9.6354,11.5654,18.0505,223.917
0.0027,6.6757,14.7467,13.9791,9.67452,11.9075,23.3737,224.136
0.003,6.70155,14.8269,14.0793,9.72146,12.0821,29.5808,224.831
0.0033,6.7095,14.8269,14.1272,9.72146,12.1711,35.4827,225.913
0.0037,6.71546,15.0123,14.149,9.75667,12.2246,40.0567,226.556
0.004,6.73534,15.6787,14.1621,9.82709,12.2424,42.7203,226.556
0.0043,6.8089,17.0015,14.1882,9.82709,12.2424,43.5804,227.674
0.0047,7.00969,18.7904,14.2361,10.3122,12.2994,43.5804,231.731
0.005,7.38741,20.5742,14.3058,12.5225,12.5381,44.3811,237.44
0.0053,7.8685,21.872,14.3494,15.5035,12.9871,47.1834,239.055
0.0057,8.42514,22.5284,14.3711,19.4312,13.5179,52.57,239.516
0.006,8.96389,22.6837,14.3624,22.5217,13.8742,59.439,230.81
0.0063,9.42709,22.6637,14.3232,24.0826,13.9526,66.2565,213.53
0.0067,9.82072,22.7439,14.2318,24.4269,13.9704,71.8888,194.013
0.007,10.1706,23.0796,14.0009,24.3486,14.3374,75.8604,178.173
0.0073,10.5006,23.7009,13.526,24.4582,15.2852,78.2426,167.611
0.0077,10.8088,24.6079,12.7201,24.8963,16.6356,79.4436,160.359
0.008,11.0692,25.8405,11.5701,25.491,18.0144,79.943,153.657
