"Time,s","ABDH,%","ABDM,%","PDIO1,%","PDIO3,%","FDB,%","EDB,%","Sync,%"
0,37.8299,18.889,11.1215,6.50431,36.3926,5.05479,178.03
0.0003,37.8344,19.6567,11.5227,7.16188,40.0622,5.78176,179.143
0.0007,37.9755,20.3674,11.9444,7.73137,42.4127,6.30694,180.482
0.001,38.5182,20.9552,12.2088,8.05939,44.2035,6.5209,181.792
0.0013,39.2771,21.3928,12.2931,8.15355,46.0623,6.54764,182.683
0.0017,39.7581,21.7246,12.2931,8.15355,48.3688,6.55494,183.054
0.002,39.8419,22.0294,12.3455,8.24619,51.183,6.62058,183.156
0.0023,39.8595,22.3684,12.5142,8.52713,54.389,6.72756,183.216
0.0027,39.9831,22.7374,12.7604,8.91439,57.9746,6.82238,183.395
0.003,40.0404,23.0421,12.9815,9.22722,62.156,6.85642,183.963
0.0033,40.0449,23.1904,13.0909,9.36542,67.1447,6.85642,184.848
0.0037,40.1419,23.2148,13.1046,9.38364,72.7211,6.88803,185.375
0.004,40.1816,23.2166,13.1297,9.3882,78.0577,6.94395,185.375
0.0043,40.2566,23.2247,13.3348,9.42161,82.219,6.95611,186.29
0.0047,40.9714,23.2247,13.8568,9.45958,84.8533,6.99258,189.609
0.005,42.1142,23.2708,14.723,9.48236,86.3524,7.29164,194.281
0.0053,42.2333,23.4155,15.5733,9.48387,87.3117,7.67336,195.602
0.0057,42.4892,23.5882,16.4531,9.48084,88.2711,8.21555,195.979
0.006,45.838,23.6479,17.2213,9.4778,89.6462,8.54622,188.856
0.0063,52.7563,23.5729,17.8527,9.48387,91.629,8.64347,174.717
0.0067,59.2599,23.4707,18.4363,9.49906,93.9475,8.6532,158.747
0.007,61.9557,23.4173,19.1247,9.52336,96.1101,8.63861,145.787
0.0073,61.2586,23.3703,20.0068,9.55829,97.8809,8.53649,137.144
0.0077,60.1291,23.2166,20.9801,9.5841,99.312,8.35657,131.211
0.008,60.2967,22.8468,21.7529,9.53703,100.595,8.22528,125.726
0.0083,60.8306,22.1885,22.0606,9.3229,102.102,8.20826,119.387
0.0087,60.6585,21.2499,21.9193,8.94931,104.257,8.20826,112.281
0.009,60.2041,20.1486,21.6161,8.60003,106.999,8.13532,105.451
0.0093,60.182,19.0536,21.4246,8.46791,109.521,8.07696,100.038
0.0097,60.3452,18.0644,21.452,8.51195,110.941,8.10371,96.4853
0.01,60.182,17.1665,21.7324,8.5408,111.092,8.06967,94.2245
0.0103,60.1423,16.2768,22.2042,8.43753,110.549,7.78763,92.3644
0.0107,61.7218,15.3463,22.5598,8.14292,109.909,7.32811,90.4326
0.011,66.434,14.4294,22.5484,7.67974,109.394,6.9318,88.3333
0.0113,74.6319,13.66,22.4048,7.3593,108.942,6.74458,86.1502
0.0117,85.1769,13.0993,22.5849,7.57799,108.438,6.72027,84.3978
0.012,95.8014,12.6445,23.0704,8.13836,107.831,6.74458,83.5844
0.0123,103.871,12.14,23.4647,8.46943,107.207,6.7154,83.381
0.0127,107.732,11.5034,23.6289,8.36312,106.667,6.60843,83.2913
0.013,108.186,10.7574,23.7542,8.0351,106.092,6.56223,83.5186
