"Time,s","ABDH,%","ABDM,%","PDIO1,%","PDIO3,%","FDB,%","EDB,%","Sync,%"
0,12.8953,8.38964,7.62353,6.79147,49.633,9.56003,178.03
0.0003,13.8013,8.50234,7.78624,6.80806,52.5765,9.56003,179.143
0.0007,15.158,8.72774,8.03634,6.80806,53.9654,9.56186,180.482
0.001,16.6434,9.05934,8.33767,6.83385,54.4307,9.56186,181.792
0.0013,17.9955,9.45379,8.63899,6.93703,54.5281,9.56186,182.683
0.0017,19.0992,9.88075,8.88307,7.17103,54.5389,9.56369,183.054
0.002,19.9362,10.3359,9.0277,7.55611,54.5425,9.58377,183.156
0.0023,20.4927,10.8495,9.07591,8.07017,54.557,9.65863,183.216
0.0027,20.787,11.4412,9.07893,8.65609,54.6111,9.79191,183.395
0.003,20.8974,12.1087,9.09098,9.2549,54.7337,9.94163,183.963
0.0033,20.9158,12.7936,9.13316,9.82977,54.9718,10.064,184.848
0.0037,20.9158,13.4091,9.19343,10.3696,55.4119,10.1406,185.375
0.004,20.9204,13.8859,9.24466,10.8745,56.2308,10.1808,185.375
0.0043,20.9342,14.198,9.2778,11.348,57.6809,10.1936,186.29
0.0047,20.9526,14.3649,9.28985,11.7755,60.0401,10.1936,189.609
0.005,20.9664,14.4364,9.29287,12.1421,63.4778,10.1991,194.281
0.0053,20.8422,14.0506,8.47025,12.4166,67.3846,9.44683,195.602
0.0057,20.8744,13.667,7.72899,12.5659,72.1137,8.77128,195.979
0.006,21.2929,13.3159,7.14743,12.5696,77.0449,8.33125,188.856
0.0063,22.4978,13.0017,6.7316,12.4332,81.435,8.13954,174.717
0.0067,24.4339,12.7091,6.42124,12.2103,84.7862,8.09024,158.747
0.007,26.3701,12.4317,6.15909,11.9763,87.048,8.08842,145.787
0.0073,27.4554,12.1911,5.92707,11.781,88.5126,8.09024,137.144
0.0077,27.4232,12.0134,5.73422,11.6354,89.5984,8.07381,131.211
0.008,26.807,11.9245,5.62273,11.5212,90.6697,7.98434,125.726
0.0083,26.554,11.9354,5.7071,11.4217,92.0117,7.71047,119.387
0.0087,27.1841,12.0372,6.19524,11.3333,93.754,7.11525,112.281
0.009,28.435,12.2214,7.19866,11.2467,95.7885,6.24433,105.451
0.0093,29.7686,12.4815,8.6179,11.1508,97.8483,5.57973,100.038
0.0097,30.923,12.8174,10.2511,11.0532,99.8107,5.92481,96.4853
0.01,31.8611,13.2184,11.9325,10.9776,101.852,7.45485,94.2245
0.0103,32.5326,13.6627,13.5747,10.9482,104.305,9.62211,92.3644
0.0107,32.7993,14.1135,15.1356,10.9684,107.281,11.9555,90.4326
0.011,32.6475,14.5274,16.5608,11.0403,110.477,14.1648,88.3333
0.0113,32.2153,14.8807,17.7661,11.1693,113.36,16.0855,86.1502
0.0117,31.6956,15.156,18.6701,11.3793,115.521,17.6722,84.3978
0.012,31.2449,15.3315,19.2517,11.6741,116.88,18.9886,83.5844
0.0123,30.9184,15.364,19.5771,11.9984,117.62,20.1462,83.381
0.0127,30.7206,15.208,19.7488,12.2416,117.981,21.2399,83.2913
0.013,30.6148,14.8525,19.8423,12.3079,118.147,22.297,83.5186
0.0133,30.601,14.3302,19.8965,12.179,118.201,23.2428,83.7219
