"Time,s","ABDH,%","ABDM,%","PDIO1,%","PDIO3,%","FDB,%","EDB,%","Sync,%"
0,7.58797,2.43391,12.6517,5.35877,22.0784,14.6594,178.03
0.0003,7.82365,3.12267,14.4562,5.40415,22.7279,15.0534,179.143
0.0007,7.99199,3.86758,16.2633,5.40415,23.4631,15.2128,180.482
0.001,8.12666,4.53616,17.9212,5.43177,24.1953,15.2555,181.792
0.0013,8.27396,5.0626,19.3643,5.5462,24.8601,15.2683,182.683
0.0017,8.44651,5.43638,20.6001,5.77508,25.3564,15.2902,183.054
0.002,8.60644,5.67942,21.6439,6.10852,25.6076,15.3653,183.156
0.0023,8.69902,5.82419,22.5057,6.5051,25.6566,15.5259,183.216
0.0027,8.72427,5.90315,23.1906,6.90563,25.6627,15.7223,183.395
0.003,8.72427,5.94351,23.7214,7.25485,25.7699,15.8517,183.963
0.0033,8.72427,5.96457,24.1232,7.51727,25.966,15.8806,184.848
0.0037,8.72848,5.97949,24.4416,7.68695,26.1437,15.8817,185.375
0.004,8.77899,5.9944,24.7045,7.78757,26.2539,15.9221,185.375
0.0043,8.87999,6.00932,24.937,7.84676,26.3244,15.9776,186.29
0.0047,8.94312,6.02248,25.1417,7.88622,26.4071,16.0042,189.609
0.005,8.94312,6.02862,25.3211,7.91385,26.5603,16.0065,194.281
0.0053,8.92628,5.98212,25.4728,7.63368,26.5756,15.9776,195.602
0.0057,8.96416,5.96194,25.6168,7.3318,26.5879,15.9591,195.979
0.006,8.76215,5.95843,25.7483,7.09898,26.4745,15.966,188.856
0.0063,8.23609,5.95843,25.8266,6.98652,26.1927,16.0169,174.717
0.0067,7.53747,5.96106,25.7786,6.96284,25.8189,16.0827,158.747
0.007,6.92303,5.96983,25.5713,6.96284,25.5126,16.0793,145.787
0.0073,7.22183,6.00493,25.2605,6.9589,25.6413,15.9245,137.144
0.0077,9.25455,6.10408,24.9623,6.9589,26.8575,15.6148,131.211
0.008,12.0869,6.29535,24.7752,6.95692,29.587,15.2186,125.726
0.0083,14.1869,6.56647,24.7399,6.93128,33.5144,14.8015,119.387
0.0087,14.9529,6.87707,24.8308,6.88392,37.9196,14.3729,112.281
0.009,14.9697,7.20346,24.9976,6.82079,42.2759,13.8923,105.451
0.0093,15.2727,7.55003,25.1796,6.74186,46.3748,13.295,100.038
0.0097,16.1187,7.9317,25.3161,6.63137,50.1735,12.5487,96.4853
0.01,16.9604,8.34584,25.3565,6.50905,53.6567,11.7215,94.2245
0.0103,17.4401,8.76611,25.2807,6.42421,56.7202,10.9937,92.3644
0.0107,17.6379,9.15217,25.0912,6.40645,59.1618,10.5385,90.4326
0.011,17.7474,9.4733,24.8081,6.43604,60.8099,10.3606,88.3333
0.0113,17.8862,9.71721,24.4341,6.47945,61.6983,10.3225,86.1502
0.0117,18.0756,9.88918,23.9589,6.50707,62.0721,10.3109,84.3978
0.012,18.2566,10.0059,23.3802,6.48932,62.2222,10.2786,83.5844
0.0123,18.345,10.0857,22.7256,6.40842,62.3539,10.1665,83.381
0.0127,18.3576,10.1463,22.0508,6.29201,62.5224,9.92044,83.2913
0.013,18.3534,10.1989,21.419,6.22098,62.6756,9.60736,83.5186
0.0133,18.3534,10.248,20.8705,6.33739,62.7338,9.39478,83.7219
0.0137,18.3576,10.2945,20.4207,6.76159,62.697,9.34742,82.7111
