"Time,s","ABDH,%","ABDM,%","PDIO1,%","PDIO3,%","FDB,%","EDB,%","Sync,%"
0,0.756965,0.178521,1.20414,0.603639,0.734626,1.50226,0
0.0003,0.756965,0.224592,1.28112,0.657696,0.788248,1.58101,0
0.0007,0.763547,0.270662,1.31961,0.725268,0.825784,1.64788,0
0.001,0.770129,0.316732,1.33061,0.801849,0.847233,1.70583,0
0.0013,0.770129,0.351284,1.33061,0.869421,0.847233,1.76081,0
0.0017,0.776711,0.380078,1.33061,0.909963,0.852595,1.81579,0
0.002,0.776711,0.397354,1.33061,0.927983,0.86332,1.87225,0
0.0023,0.776711,0.41463,1.3361,0.932487,0.890131,1.9302,0
0.0027,0.776711,0.426148,1.3361,0.932487,0.922304,1.9837,0
0.003,0.776711,0.437666,1.3361,0.932487,0.949115,2.0253,0
0.0033,0.783294,0.443424,1.3361,0.932487,0.970564,2.04908,0
0.0037,0.803041,0.443424,1.3361,0.936992,0.975927,2.05799,0
0.004,0.842534,0.443424,1.3361,0.941497,0.975927,2.05799,0
0.0043,0.895193,0.443424,1.3361,0.950506,0.997375,2.06096,0
0.0047,0.921522,0.443424,1.3361,0.955011,1.06708,2.07136,0
0.005,0.928104,0.443424,1.3361,0.955011,1.19042,2.09217,0
0.0053,0.928104,0.443424,1.3361,0.955011,1.34592,2.11148,0
0.0057,0.934687,0.443424,1.33061,0.955011,1.52824,2.13674,0
0.006,0.934687,0.454942,1.31411,0.946002,1.72664,2.16052,0
0.0063,0.934687,0.472218,1.27562,0.932487,1.93577,2.17686,0
0.0067,0.941269,0.506771,1.23713,0.932487,2.13953,2.18132,0
0.007,0.980763,0.547082,1.21514,0.950506,2.31112,2.17241,0
0.0073,1.03342,0.570117,1.21514,0.968525,2.42373,2.1516,0
0.0077,1.06633,0.581634,1.21514,0.977535,2.48808,2.12337,0
0.008,1.06633,0.587393,1.19864,0.977535,2.52561,2.09514,0
0.0083,1.04659,0.587393,1.17665,0.977535,2.54706,2.07285,0
0.0087,1.01367,0.587393,1.14366,0.986545,2.56315,2.06096,0
0.009,0.974181,0.593152,1.10517,1.03159,2.56851,2.05948,0
0.0093,0.941269,0.604669,1.04469,1.12169,2.56851,2.05799,0
0.0097,0.928104,0.621946,0.956716,1.23431,2.56315,2.0461,0
0.01,0.941269,0.639222,0.824756,1.3244,2.55779,2.01787,0
0.0103,0.980763,0.644981,0.654306,1.37395,2.55242,1.98072,0
0.0107,1.02026,0.639222,0.489355,1.38296,2.53634,1.94209,0
0.011,1.04659,0.633463,0.412378,1.36044,2.52561,1.91534,0
0.0113,1.04659,0.627705,0.47286,1.32891,2.53097,1.90791,0
0.0117,1.04659,0.633463,0.582827,1.28836,2.5417,1.9198,0
0.012,1.04659,0.650739,0.670801,1.26584,2.54706,1.93912,0
0.0123,1.05317,0.679533,0.731283,1.25233,2.54706,1.94506,0
0.0127,1.05317,0.702568,0.77527,1.24782,2.5417,1.92723,0
0.013,1.05317,0.719845,0.819257,1.24782,2.53634,1.89454,0
0.0133,1.05317,0.737121,0.868742,1.24782,2.53634,1.86334,0
0.0137,1.05317,0.748638,0.923726,1.24782,2.53097,1.84848,0
0.014,1.04,0.760156,0.956716,1.24782,2.53097,1.85739,0
0.0143,1.00051,0.777432,0.967713,1.24782,2.53097,1.87968,0
0.0147,0.967598,0.783191,0.967713,1.24332,2.53097,1.90197,0
0.015,0.954434,0.783191,0.97871,1.24782,2.50416,1.91237,0
0.0153,0.974181,0.78895,0.995205,1.25233,2.45054,1.9094,0
0.0157,0.993927,0.794708,1.0062,1.25683,2.36475,1.89603,0
0.016,1.00709,0.800467,1.0117,1.26584,2.24141,1.88265,0
0.0163,1.01367,0.806226,1.0117,1.27485,2.06982,1.8782,0
0.0167,1.02026,0.800467,1.0172,1.27935,1.84997,1.88117,0
0.017,1.00709,0.78895,1.0282,1.27034,1.59258,1.88711,0
0.0173,0.967598,0.771673,1.05019,1.24782,1.32983,1.89603,0
0.0177,0.921522,0.748638,1.07218,1.2298,1.10998,1.90494,0
0.018,0.901775,0.74288,1.08868,1.21629,0.975927,1.91386,0
0.0183,0.895193,0.748638,1.09418,1.21178,0.922304,1.92426,0
0.0187,0.901775,0.760156,1.09967,1.20277,0.916942,1.9302,0
0.019,0.901775,0.783191,1.09967,1.18475,0.927666,1.92575,0
