"Time,s","ABDH,%","ABDM,%","PDIO1,%","PDIO3,%","FDB,%","EDB,%","Sync,%"
0,0.239748,0.535614,1.02494,0.29534,1.07408,6.4661,0
0.0003,0.245456,0.550808,1.02494,0.299955,1.08582,7.95401,0
0.0007,0.251164,0.558406,1.03221,0.318414,1.1093,9.58818,0
0.001,0.251164,0.558406,1.05401,0.36456,1.1269,11.1265,0
0.0013,0.256873,0.562204,1.09036,0.44301,1.13277,12.3976,0
0.0017,0.268289,0.569802,1.11943,0.52146,1.13277,13.2701,0
0.002,0.308247,0.592594,1.13397,0.581451,1.13277,13.7442,0
0.0023,0.393871,0.638178,1.13397,0.613754,1.13864,13.9157,0
0.0027,0.508037,0.698957,1.13397,0.627598,1.13864,13.9359,0
0.003,0.627911,0.759736,1.13397,0.636827,1.13864,13.9409,0
0.0033,0.719243,0.809119,1.14124,0.636827,1.13864,13.9813,0
0.0037,0.776326,0.847105,1.14124,0.641442,1.14451,14.0519,0
0.004,0.816284,0.866099,1.14124,0.641442,1.15625,14.1377,0
0.0043,0.839117,0.881293,1.14851,0.646056,1.16212,14.2335,0
0.0047,0.867659,0.885092,1.15578,0.646056,1.16799,14.3495,0
0.005,0.913325,0.89269,1.16305,0.650671,1.17386,14.4806,0
0.0053,0.976116,0.850904,1.17032,0.646056,1.13864,14.2991,0
0.0057,1.05032,0.831911,1.17759,0.641442,1.06821,14.1578,0
0.006,1.1017,0.831911,1.16305,0.627598,0.968432,14.067,0
0.0063,1.11882,0.835709,1.13397,0.618368,0.868654,14.0216,0
0.0067,1.11882,0.824313,1.08309,0.609139,0.839308,14.0166,0
0.007,1.13024,0.80532,1.02494,0.609139,0.944955,14.0267,0
0.0073,1.17591,0.790125,0.966784,0.618368,1.1269,14.0721,0
0.0077,1.2387,0.786327,0.908632,0.618368,1.28537,14.2436,0
0.008,1.29007,0.786327,0.857749,0.618368,1.37341,14.6269,0
