"Time,s","ABDH,%","ABDM,%","PDIO1,%","PDIO3,%","FDB,%","EDB,%","Sync,%"
0,55.7863,6.1858,7.87786,2.13215,20.9279,5.38005,178.03
0.0003,55.7905,6.4089,7.87786,2.16879,21.4352,5.38005,179.143
0.0007,56.1446,6.74034,7.89755,2.19147,22.2475,5.38675,180.482
0.001,56.921,7.12715,8.00095,2.19147,23.3329,5.437,181.792
0.0013,57.4415,7.52761,8.24467,2.21067,24.6843,5.59445,182.683
0.0017,57.45,7.94572,8.62625,2.31186,26.4153,5.9395,183.054
0.002,58.0728,8.4184,9.09892,2.5195,28.7174,6.47214,183.156
0.0023,60.3253,8.97936,9.61345,2.78994,31.6828,7.06174,183.216
0.0027,62.8849,9.61094,10.1477,3.04992,35.0915,7.51398,183.395
0.003,63.7381,10.2233,10.7016,3.27151,38.4045,7.72838,183.963
0.0033,63.8533,10.6983,11.2481,3.47739,41.0258,7.77863,184.848
0.0037,66.7115,10.976,11.738,3.71992,42.6682,7.77863,185.375
0.004,72.8843,11.0868,12.1122,4.06365,43.4627,7.77863,185.375
0.0043,78.6989,11.1165,12.3535,4.52427,43.7855,7.78198,186.29
0.0047,81.2969,11.1253,12.4938,5.01282,43.9558,7.80878,189.609
0.005,81.5016,11.1445,12.5923,5.37574,44.1615,7.83558,194.281
0.0053,81.4547,11.0226,12.2451,5.40366,44.0551,7.34313,195.602
0.0057,81.5144,11.0346,11.9448,5.3548,44.3105,7.06174,195.979
0.006,80.7039,11.293,11.9103,5.39493,45.1157,7.29288,188.856
0.0063,79.3473,11.8106,12.255,5.58512,46.4104,7.87243,174.717
0.0067,78.7501,12.4575,12.836,5.77879,47.8576,8.32132,158.747
0.007,78.8653,13.0337,13.3628,5.83462,49.0317,8.40842,145.787
0.0073,78.3789,13.3755,13.6385,5.82415,49.5921,8.33807,137.144
0.0077,76.9712,13.4397,13.6705,5.96199,49.4786,8.40507,131.211
0.008,75.7084,13.3234,13.6115,6.297,48.9643,8.59602,125.726
0.0083,75.2818,13.2006,13.6188,6.63898,48.5138,8.70992,119.387
0.0087,75.2818,13.2014,13.7641,6.81171,48.5315,8.69317,112.281
0.009,75.333,13.3418,14.03,6.82393,49.1665,8.65632,105.451
0.0093,75.6316,13.5657,14.3672,6.79775,50.3228,8.69652,100.038
0.0097,76.2843,13.8169,14.7611,6.81695,51.7771,8.78697,96.4853
0.01,76.984,14.0617,15.2264,6.87801,53.3201,8.88412,94.2245
0.0103,77.4276,14.2704,15.7853,6.95304,54.7815,8.97792,92.3644
0.0107,77.5428,14.414,16.4056,7.04726,56.1046,9.08512,90.4326
0.011,77.2868,14.4902,16.9743,7.19033,57.3142,9.20236,88.3333
0.0113,76.7536,14.5135,17.3559,7.42239,58.4492,9.29281,86.1502
0.0117,76.3867,14.4999,17.4839,7.74693,59.4389,9.27941,84.3978
0.012,76.3825,14.4405,17.4002,8.11683,60.049,9.08847,83.5844
0.0123,75.9345,14.2992,17.191,8.4431,59.9958,8.71662,83.381
0.0127,74.1983,14.036,16.9251,8.65422,59.0948,8.24762,83.2913
0.013,72.061,13.6492,16.6321,8.73274,57.4419,7.83893,83.5186
0.0133,71.3102,13.2062,16.3318,8.70831,55.42,7.66138,83.7219
0.0137,71.259,12.8242,16.0487,8.63154,53.5791,7.74178,82.7111
0.014,68.661,12.5883,15.832,8.53558,52.3234,7.94278,81.5329
0.0143,62.0871,12.4904,15.7311,8.40123,51.6743,8.12033,83.8595
0.0147,54.5619,12.4663,15.7803,8.19883,51.4047,8.21412,89.6072
0.015,50.8676,12.4591,15.9797,7.95456,51.3054,8.22082,93.0523
0.0153,51.0553,12.4414,16.2825,7.78531,51.2202,8.20072,90.5761
0.0157,50.9017,12.3684,16.5878,7.81323,50.8726,8.20407,85.3487
0.016,48.3592,12.1389,16.7478,8.01039,50.0674,8.16053,83.058
0.0163,45.0104,11.6566,16.6272,8.16568,49.0175,8.01983,84.003
0.0167,43.1675,10.9552,16.1988,8.07844,48.1201,8.10023,84.5234
0.017,42.9713,10.2297,15.6646,8.02261,47.3965,8.80372,83.704
0.0173,42.8006,9.67273,15.4874,9.02587,46.6196,9.87236,83.1059
0.0177,41.8536,9.30839,16.3416,11.8507,45.9457,10.5893,83.0879
0.018,41.2222,9.12863,18.8158,15.876,45.967,10.663,83.07
0.0183,42.2503,9.28432,23.028,19.9693,46.9637,10.4184,83.2135
0.0187,44.2511,9.94639,28.5252,23.2844,48.4748,10.3146,83.6322
0.019,45.2237,11.0226,34.4804,25.4462,49.7659,10.4117,83.704
0.0193,44.3236,12.236,39.9703,26.521,50.3299,10.4787,83.3331
0.0197,42.4082,13.3667,44.3031,26.8595,49.9894,10.4285,83.0879
0.02,40.7231,14.3265,47.2154,26.8787,48.794,10.3514,83.07
0.0203,39.6694,15.0985,48.8501,26.8979,47.0701,10.3112,83.0879
0.0207,39.1063,15.6699,49.5665,27.0828,45.6264,10.2911,83.3331
0.021,38.9228,16.0255,49.724,27.4824,45.6796,10.2677,83.704
