"Time,s","ABDH,%","ABDM,%","PDIO1,%","PDIO3,%","FDB,%","EDB,%","Sync,%"
0,0.450788,0.347227,0.971198,0.28877,0.493911,1.09832,0
0.0003,0.450788,0.364588,1.00983,0.293583,0.51743,1.15793,0
0.0007,0.450788,0.372029,1.03742,0.298395,0.53703,1.20612,0
0.001,0.450788,0.372029,1.06501,0.303208,0.552709,1.24797,0
0.0013,0.450788,0.372029,1.08708,0.303208,0.556629,1.28602,0
0.0017,0.450788,0.376989,1.11467,0.303208,0.560549,1.3228,0
0.002,0.455435,0.376989,1.12571,0.303208,0.560549,1.35324,0
0.0023,0.455435,0.376989,1.13123,0.308021,0.560549,1.37607,0
0.0027,0.455435,0.379469,1.13123,0.332085,0.560549,1.39509,0
0.003,0.460083,0.38195,1.13674,0.365775,0.564469,1.41412,0
0.0033,0.460083,0.38195,1.1533,0.404278,0.580149,1.44582,0
0.0037,0.46473,0.38443,1.18089,0.437967,0.607588,1.50163,0
0.004,0.474024,0.38939,1.214,0.462032,0.631108,1.59294,0
0.0043,0.487966,0.404271,1.24711,0.481283,0.642868,1.71216,0
0.0047,0.501908,0.438994,1.28022,0.500534,0.642868,1.83137,0
0.005,0.51585,0.496038,1.31333,0.519786,0.646788,1.92649,0
0.0053,0.506555,0.553083,1.3354,0.534224,0.607588,1.96327,0
0.0057,0.511203,0.590286,1.35195,0.572727,0.595829,1.97976,0
0.006,0.51585,0.602687,1.36299,0.635293,0.595829,1.9861,0
0.0063,0.511203,0.602687,1.35747,0.69786,0.603668,1.98864,0
0.0067,0.506555,0.605167,1.34092,0.750801,0.607588,1.99498,0
0.007,0.520497,0.612607,1.32436,0.789304,0.607588,2.00766,0
0.0073,0.539087,0.612607,1.30229,0.818181,0.599749,2.02922,0
0.0077,0.553028,0.605167,1.28573,0.832619,0.580149,2.05332,0
0.008,0.562323,0.605167,1.26918,0.842245,0.552709,2.07235,0
0.0083,0.557676,0.620048,1.25814,0.851871,0.53311,2.08249,0
0.0087,0.548381,0.63989,1.24159,0.861496,0.52527,2.08249,0
0.009,0.529792,0.64733,1.214,0.875935,0.53311,2.06854,0
0.0093,0.511203,0.64485,1.17537,0.890373,0.54095,2.04317,0
0.0097,0.487966,0.63989,1.12019,0.904812,0.53311,2.00893,0
0.01,0.483319,0.632449,1.05949,0.909625,0.50959,1.97596,0
0.0103,0.501908,0.617568,1.02638,0.914437,0.49783,1.9544,0
0.0107,0.529792,0.610127,1.0319,0.914437,0.52135,1.95059,0
0.011,0.553028,0.615088,1.06501,0.91925,0.572309,1.95186,0
0.0113,0.56697,0.627489,1.10915,0.933689,0.627188,1.95059,0
0.0117,0.576265,0.634929,1.15882,0.948127,0.674227,1.94045,0
0.012,0.580912,0.63989,1.214,0.962566,0.709506,1.92523,0
0.0123,0.580912,0.64237,1.29677,0.972191,0.740866,1.91254,0
0.0127,0.58556,0.64485,1.40713,0.972191,0.768305,1.91128,0
0.013,0.594854,0.64733,1.52853,0.967379,0.799665,1.92015,0
0.0133,0.613443,0.64981,1.63338,0.95294,0.823184,1.92903,0
0.0137,0.641327,0.654771,1.71063,0.943314,0.834944,1.92142,0
0.014,0.673858,0.659731,1.75478,0.938502,0.827104,1.88337,0
0.0143,0.706389,0.662211,1.78237,0.933689,0.815344,1.80728,0
0.0147,0.720331,0.657251,1.80444,0.924063,0.811424,1.69694,0
0.015,0.724979,0.634929,1.81548,0.91925,0.807505,1.57645,0
0.0153,0.720331,0.592766,1.821,0.914437,0.807505,1.49782,0
0.0157,0.715684,0.538202,1.81548,0.904812,0.807505,1.49402,0
0.016,0.706389,0.496038,1.79892,0.885561,0.807505,1.52699,0
0.0163,0.701742,0.493558,1.78789,0.842245,0.807505,1.53967,0
0.0167,0.706389,0.528281,1.78789,0.789304,0.807505,1.52445,0
0.017,0.715684,0.575405,1.78789,0.73155,0.807505,1.50289,0
0.0173,0.720331,0.622528,1.79341,0.678609,0.811424,1.4788,0
0.0177,0.720331,0.664692,1.79892,0.640106,0.823184,1.44075,0
0.018,0.706389,0.696934,1.80444,0.635293,0.842784,1.39636,0
0.0183,0.6878,0.709335,1.81548,0.635293,0.866303,1.36085,0
0.0187,0.683153,0.701894,1.821,0.630481,0.885903,1.34056,0
0.019,0.678506,0.691974,1.82652,0.616042,0.889823,1.33041,0
0.0193,0.678506,0.694454,1.82652,0.596791,0.885903,1.32661,0
0.0197,0.6878,0.709335,1.82652,0.587165,0.878063,1.32661,0
0.02,0.701742,0.726696,1.83755,0.591978,0.874143,1.33295,0
0.0203,0.711037,0.744058,1.84859,0.606416,0.874143,1.33802,0
0.0207,0.697095,0.761419,1.84307,0.630481,0.870223,1.33168,0
0.021,0.673858,0.77134,1.821,0.659358,0.846704,1.30251,0
0.0213,0.669211,0.77134,1.79892,0.673796,0.799665,1.26319,0
0.0217,0.692447,0.763899,1.80444,0.673796,0.787905,1.23275,0
0.022,0.734273,0.753978,1.83755,0.654545,0.866303,1.23149,0
0.0223,0.785393,0.751498,1.89273,0.635293,1.01134,1.2708,0
0.0227,0.827219,0.753978,1.95895,0.620855,1.15638,1.34563,0
0.023,0.864397,0.761419,2.02517,0.620855,1.25438,1.41412,0
0.0233,0.896929,0.763899,2.08035,0.640106,1.30926,1.44202,0
0.0237,0.934107,0.763899,2.13001,0.688235,1.34061,1.43187,0
0.024,0.961991,0.758939,2.16864,0.760427,1.37197,1.41665,0
0.0243,0.98058,0.753978,2.19071,0.822994,1.41117,1.41665,0
0.0247,0.994522,0.756459,2.20175,0.871122,1.44645,1.43948,0
0.025,1.00382,0.758939,2.19623,0.899999,1.47389,1.50797,0
0.0253,1.01776,0.758939,2.1852,0.91925,1.48565,1.63479,0
0.0257,1.04564,0.756459,2.17416,0.928876,1.48565,1.77684,0
0.026,1.08747,0.756459,2.16864,0.943314,1.48565,1.88084,0
0.0263,1.14324,0.751498,2.16864,0.967379,1.48565,1.94425,0
0.0267,1.19436,0.739097,2.16864,0.991443,1.48957,1.99118,0
0.027,1.23618,0.714295,2.16864,1.01069,1.48957,2.03176,0
0.0273,1.25477,0.679573,2.16864,1.02032,1.49349,2.0622,0
0.0277,1.25477,0.64485,2.17968,1.02513,1.49741,2.08883,0
0.028,1.25477,0.622528,2.19071,1.02995,1.50133,2.12688,0
0.0283,1.25942,0.612607,2.20727,1.03476,1.50133,2.17254,0
0.0287,1.26407,0.617568,2.22934,1.0492,1.48957,2.20805,0
0.029,1.26871,0.637409,2.25141,1.07326,1.47781,2.22581,0
0.0293,1.26871,0.664692,2.27901,1.09251,1.47781,2.23088,0
0.0297,1.26871,0.694454,2.30108,1.10214,1.48565,2.23215,0
0.03,1.26407,0.716776,2.32315,1.10214,1.50525,2.23468,0
0.0303,1.25477,0.719256,2.33419,1.09732,1.54053,2.24863,0
0.0307,1.24548,0.706855,2.35626,1.09732,1.58757,2.28795,0
0.031,1.24083,0.689493,2.38937,1.10214,1.64637,2.35644,0
0.0313,1.25012,0.677092,2.43351,1.12139,1.68949,2.42873,0
0.0317,1.25012,0.672132,2.46662,1.14545,1.70909,2.48073,0
0.032,1.23153,0.669652,2.47214,1.1647,1.69341,2.50609,0
