"Time,s","ABDH,%","ABDM,%","PDIO1,%","PDIO3,%","FDB,%","EDB,%","Sync,%"
0,4.16879,5.6427,19.4385,2.88191,18.1682,37.7345,178.03
0.0003,4.24223,5.67877,19.8077,3.12241,18.48,38.3431,179.143
0.0007,4.31284,5.69301,20.039,4.26376,18.6038,38.5555,180.482
0.001,4.3778,5.6949,20.1947,6.14292,18.6081,38.58,181.792
0.0013,4.42864,5.6949,20.3281,8.09544,18.7063,38.5882,182.683
0.0017,4.45971,5.69585,20.4393,9.63219,19.1975,38.6331,183.054
0.002,4.47383,5.6968,20.4882,10.5697,20.1456,38.6903,183.156
0.0023,4.48795,5.6968,20.4882,10.9651,21.1364,38.7353,183.216
0.0027,4.52467,5.70155,20.5594,11.0303,21.6318,38.772,183.395
0.003,4.62634,5.74331,20.813,11.0507,21.6446,38.8292,183.963
0.0033,4.80711,5.87429,21.1555,11.3605,22.0675,38.9926,184.848
0.0037,5.02176,6.10778,21.3601,12.2981,23.9424,39.4746,185.375
0.004,5.20817,6.40677,21.3868,14.0468,27.2651,40.7,185.375
0.0043,5.34374,6.72948,21.4224,16.4721,31.1345,43.2815,186.29
0.0047,5.46236,7.07212,21.6092,19.1869,34.769,47.8196,189.609
0.005,5.60641,7.46222,21.8627,21.7387,37.9123,54.5553,194.281
0.0053,5.46801,7.92256,21.9695,23.8013,39.9111,63.1209,195.602
0.0057,5.40305,8.44364,21.9828,25.2483,42.1063,72.5607,195.979
0.006,5.41717,8.95808,21.9784,26.1451,44.4125,81.6246,188.856
0.0063,5.45954,9.37761,21.9116,26.6506,46.548,89.1528,174.717
0.0067,5.49061,9.63863,21.5958,26.9277,48.2179,94.422,158.747
0.007,5.50473,9.72879,20.8886,27.0989,49.277,97.3385,145.787
0.0073,5.51603,9.67849,19.8255,27.2172,49.7554,98.3433,137.144
0.0077,5.52732,9.54276,18.6245,27.2987,49.8152,98.1514,131.211
0.008,5.53015,9.39754,17.5213,27.3354,49.6657,97.4651,125.726
0.0083,5.55274,9.29598,16.6361,27.315,49.5034,96.8197,119.387
0.0087,5.76175,9.24852,15.9289,27.2905,49.4308,96.5297,112.281
0.009,6.29838,9.23429,15.2705,27.3598,49.4308,96.7462,105.451
0.0093,6.94517,9.22954,14.5144,27.6289,49.4137,97.4896,100.038
0.0097,7.3434,9.2248,13.6114,28.1425,49.3155,98.6824,96.4853
0.01,7.40272,9.21815,12.655,28.8232,49.1788,100.186,94.2245
0.0103,7.34905,9.21341,11.8499,29.4509,49.1703,101.852,92.3644
0.0107,7.34905,9.21341,11.2939,29.7689,49.7468,103.523,90.4326
0.011,7.3547,9.21625,10.9069,29.6833,51.6644,105.071,88.3333
0.0113,7.33211,9.21625,10.64,29.3898,55.6107,106.407,86.1502
0.0117,7.30669,9.2172,10.7823,29.2634,61.6155,107.485,84.3978
0.012,7.32928,9.22859,11.8054,29.4835,69.0596,108.326,83.5844
0.0123,7.46203,9.27225,13.727,29.8667,77.2511,108.976,83.381
0.0127,7.59195,9.39659,15.8533,30.148,85.7928,109.474,83.2913
0.013,7.56936,9.67754,17.3478,30.2621,94.4839,109.854,83.5186
0.0133,8.11729,10.1683,17.8549,30.2662,102.944,110.136,83.7219
0.0137,10.0915,10.8232,17.6859,30.1521,110.453,110.32,82.7111
0.014,12.3171,11.5113,17.4501,29.7852,116.261,110.332,81.5329
0.0143,13.1165,12.0979,17.4324,29.0026,120.041,110.026,83.8595
0.0147,13.1193,12.5193,17.4412,27.7104,122.086,109.119,89.6072
0.015,15.6273,12.7908,17.2989,26.0269,123.086,107.24,93.0523
0.0153,20.9824,12.9607,17.1922,24.5105,123.722,103.976,90.5761
0.0157,25.7358,13.0821,17.5302,24.1844,124.508,99.0173,85.3487
0.016,27.775,13.1979,18.6111,25.9046,125.776,92.3633,83.058
0.0163,27.8343,13.3299,20.3993,29.6914,127.596,84.5207,84.003
0.0167,28.5037,13.4637,22.5655,34.8887,129.676,76.58,84.5234
0.017,31.1784,13.571,24.7051,40.7096,131.563,69.9383,83.704
