"Time,s","ABDH,%","ABDM,%","PDIO1,%","PDIO3,%","FDB,%","EDB,%","Sync,%"
0,22.4407,4.62042,4.8971,15.181,51.1711,32.1705,178.03
0.0003,22.451,4.8294,5.3188,16.7035,53.6103,32.5884,179.143
0.0007,22.6358,5.06987,5.77223,18.0014,55.8354,32.6818,180.482
0.001,23.1425,5.28457,6.14858,19.1134,57.8123,32.6843,181.792
0.0013,23.9196,5.4258,6.40704,20.0486,59.5315,32.7654,182.683
0.0017,24.7207,5.49737,6.55667,20.7924,61.046,33.026,183.054
0.002,25.3027,5.52981,6.62469,21.3318,62.4177,33.4857,183.156
0.0023,25.6142,5.54985,6.6519,21.6797,63.7024,34.1126,183.216
0.0027,25.7409,5.56894,6.65643,21.8767,64.9345,34.8477,183.395
0.003,25.782,5.59375,6.65643,21.9724,66.1355,35.6196,183.963
0.0033,25.7922,5.62047,6.66096,22.0111,67.3396,36.367,184.848
0.0037,25.7957,5.64241,6.6655,22.0203,68.5685,37.043,185.375
0.004,25.7957,5.65673,6.6655,22.0222,69.7974,37.633,185.375
0.0043,25.7957,5.66436,6.6655,22.0222,70.9053,38.1591,186.29
0.0047,25.7957,5.66627,6.67457,22.0222,71.6842,38.6656,189.609
0.005,25.7991,5.66722,6.72898,22.0222,72.0163,39.2089,194.281
0.0053,25.6587,5.63382,6.64736,21.8786,71.7649,39.5481,195.602
0.0057,25.5458,5.69108,7.01011,21.7165,71.6563,39.9636,195.979
0.006,25.4499,5.88193,7.92151,21.5803,72.0784,40.3864,188.856
0.0063,25.3814,6.21114,9.06417,21.5619,73.1118,40.6839,174.717
0.0067,25.3643,6.63482,10.0436,21.7718,74.5486,40.7749,158.747
0.007,25.3575,7.09954,10.7147,22.2375,76.0724,40.7626,145.787
0.0073,25.176,7.57379,11.1908,22.8322,77.3696,40.9273,137.144
0.0077,24.5564,8.03374,11.6896,23.3679,78.1113,41.5222,131.211
0.008,23.3034,8.43261,12.3652,23.738,77.9965,42.5129,125.726
0.0083,21.4376,8.71506,13.2131,23.9313,76.8824,43.543,119.387
0.0087,19.2021,8.85629,14.0928,23.9515,74.9273,44.1601,112.281
0.009,17.0864,8.88015,14.7911,23.7693,72.5408,44.0839,105.451
